number,carat,cut,color,clarity,depth,table,price,x,y,z,PB 
1527,0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58,3
1528,1.02,Fair,H,I1,61.5,60,2999,6.4,6.34,3.92,3
1529,0.87,Premium,F,SI2,61.6,58,2999,6.14,6.1,3.77,3
1530,0.71,Ideal,F,SI1,61.9,56,2999,5.69,5.74,3.54,3
1531,0.7,Premium,G,VVS2,60.6,60,2999,5.77,5.69,3.47,3
1532,0.74,Premium,E,VS1,62.7,58,2999,5.83,5.74,3.63,3
1533,0.74,Premium,E,VS1,60.9,62,2999,5.83,5.8,3.54,3
1534,0.7,Premium,G,VVS2,60.2,61,2999,5.74,5.66,3.43,3
1535,0.77,Ideal,E,SI1,62.5,56,3000,5.87,5.91,3.68,4
1536,0.93,Good,J,VS2,63.6,61,3000,6.16,6.08,3.89,4
1537,0.9,Premium,I,SI2,60.6,60,3001,6.23,6.28,3.79,4
1538,0.9,Very Good,I,SI2,62.5,58,3001,6.1,6.15,3.83,4
1539,0.9,Ideal,I,SI2,62,56,3001,6.16,6.2,3.83,4
1540,0.72,Very Good,D,SI1,61.5,58,3001,5.74,5.78,3.54,4
1541,0.7,Premium,D,VS1,61.6,61,3001,5.66,5.61,3.47,4
1542,0.7,Good,D,VS1,63.6,60,3001,5.61,5.52,3.54,4
1543,0.7,Very Good,D,VS1,63.4,59,3001,5.58,5.55,3.53,4
1544,0.6,Ideal,G,VVS1,62.1,56,3001,5.42,5.43,3.37,4
1545,0.75,Very Good,H,VVS2,60.6,57,3002,5.86,5.89,3.56,4
1546,0.83,Very Good,E,SI1,62.1,58,3002,6.01,6.04,3.74,4
1547,0.77,Very Good,E,SI2,60.4,58,3002,5.91,5.95,3.58,4
1548,0.71,Premium,D,VS2,62.1,60,3002,5.68,5.72,3.54,4
1549,0.89,Good,H,SI2,63.3,59,3002,6.04,6.09,3.84,4
1550,0.72,Good,F,VS1,63.8,58,3002,5.68,5.63,3.61,4
1551,0.72,Ideal,G,VVS2,61.6,55,3002,5.78,5.77,3.56,4
1552,0.8,Premium,G,VS2,60.6,59,3002,6.02,5.97,3.63,4
1553,0.73,Fair,F,VS1,58.6,66,3002,5.92,5.88,3.46,4
1554,0.76,Ideal,E,SI1,61.5,56,3003,5.89,5.91,3.63,4
1555,1.01,Fair,D,SI2,64.6,56,3003,6.31,6.24,4.05,4
1556,0.65,Premium,D,VVS2,59.9,58,3003,5.69,5.63,3.39,4
1557,0.81,Premium,F,SI1,61.9,58,3004,5.99,5.96,3.7,4
1558,0.81,Ideal,F,SI1,61.8,55,3004,6.04,6,3.72,4
1559,0.7,Ideal,H,VS1,61.7,55,3004,5.69,5.72,3.52,4
1560,0.61,Ideal,E,VS1,61.3,54,3004,5.53,5.5,3.38,4
1561,0.78,Ideal,G,SI1,60.6,57,3004,5.95,5.97,3.61,4
1562,0.72,Ideal,F,SI1,62.3,56,3004,5.77,5.79,3.6,4
1563,0.92,Premium,D,SI2,60.2,61,3004,6.32,6.27,3.79,4
1564,0.75,Very Good,E,SI1,61.1,59,3005,5.85,5.9,3.59,4
1565,0.55,Ideal,F,VVS1,61.2,54,3005,5.3,5.35,3.26,4
1566,0.8,Very Good,H,SI1,63,57,3005,5.89,5.95,3.73,4
1567,0.72,Ideal,I,VS1,60.4,56,3005,5.8,5.86,3.52,4
1568,0.73,Ideal,H,VVS1,61.6,57,3005,5.81,5.78,3.57,4
1569,0.91,Very Good,I,SI2,63.4,58,3006,6.08,6.12,3.87,4
1570,0.91,Very Good,G,SI2,62.8,59,3006,6.09,6.14,3.84,4
1571,0.71,Premium,E,VS1,61.1,58,3006,5.8,5.76,3.53,4
1572,0.71,Very Good,E,VS1,63.2,60,3006,5.63,5.6,3.55,4
1573,0.55,Premium,D,VVS1,60.3,59,3006,5.34,5.3,3.21,4
1574,0.71,Ideal,I,VVS2,60.7,57,3007,5.76,5.8,3.51,4
1575,0.71,Ideal,I,VVS2,60.4,57,3007,5.78,5.81,3.5,4
1576,0.7,Premium,E,VVS2,62.7,53,3007,5.65,5.61,3.53,4
1577,0.71,Ideal,G,SI1,61.3,55,3007,5.73,5.79,3.53,4
1578,0.71,Ideal,G,SI1,61.6,55,3007,5.72,5.78,3.54,4
1579,0.71,Ideal,G,SI1,61.9,56,3007,5.73,5.76,3.55,4
1580,0.71,Ideal,G,SI1,61.6,57,3007,5.73,5.76,3.54,4
1581,0.71,Ideal,G,SI1,61.4,56,3007,5.72,5.77,3.53,4
1582,0.76,Ideal,D,SI1,61.2,57,3007,5.88,5.91,3.61,4
1583,0.91,Very Good,F,SI1,63.1,60,3007,6.13,6.1,3.86,4
1584,0.7,Very Good,D,VS1,60.4,58,3008,5.71,5.78,3.47,4
1585,0.61,Ideal,G,VVS1,61.2,56,3008,5.46,5.48,3.35,4
1586,0.7,Ideal,F,VS2,61.3,57,3008,5.7,5.76,3.51,4
1587,0.82,Premium,H,VS1,62.5,59,3008,5.96,5.94,3.72,4
1588,0.71,Very Good,E,VS1,63.7,58,3009,5.63,5.68,3.6,4
1589,0.71,Very Good,E,VS1,62.1,57,3009,5.67,5.69,3.53,4
1590,0.71,Very Good,E,VS1,63.4,58,3009,5.64,5.68,3.59,4
1591,0.74,Very Good,E,SI1,61.3,58,3009,5.8,5.84,3.57,4
1592,0.83,Ideal,F,SI1,62.1,57,3010,6,6.02,3.73,4
1593,0.83,Very Good,F,SI1,62.1,58,3010,5.98,6.06,3.74,4
1594,0.8,Ideal,I,VS1,60.7,59,3010,5.98,6.02,3.64,4
1595,0.8,Ideal,D,SI1,62.2,57,3011,5.89,5.85,3.65,4
1596,0.73,Very Good,G,VS1,60.7,55,3011,5.87,5.89,3.57,4
1597,1,Very Good,G,I1,62.5,62,3011,6.42,6.35,3.99,4
1598,1.2,Fair,J,I1,64.9,59,3011,6.61,6.54,4.27,4
1599,1.2,Fair,I,I1,62.2,66,3011,6.77,6.7,4.2,4
1600,1.2,Fair,I,I1,66.2,55,3011,6.61,6.51,4.34,4
1601,0.61,Ideal,E,VVS2,62,54,3011,5.43,5.47,3.38,4
1602,0.7,Ideal,F,VS2,61.9,55,3011,5.7,5.74,3.54,4
1603,0.7,Ideal,F,VS2,61.8,57,3011,5.67,5.75,3.53,4
1604,0.7,Ideal,F,VS2,62.7,55,3011,5.66,5.69,3.56,4
1605,0.7,Ideal,F,VS2,61.4,58,3011,5.7,5.73,3.51,4
1606,0.77,Ideal,D,SI2,62.3,55,3011,5.9,5.85,3.66,4
1607,0.75,Ideal,H,SI1,61.9,55,3011,5.82,5.85,3.61,4
1608,0.75,Ideal,H,SI1,61.9,56,3011,5.81,5.85,3.61,4
1609,1,Fair,E,SI2,55.4,62,3011,6.63,6.59,3.66,4
1610,0.78,Very Good,G,VS2,61.3,60,3012,5.89,5.96,3.63,4
1611,0.82,Ideal,E,SI2,62.2,57,3012,6,5.97,3.72,4
1612,0.72,Ideal,G,VS2,61.7,56,3012,5.74,5.78,3.55,4
1613,0.72,Ideal,E,SI1,61,57,3012,5.77,5.8,3.53,4
1614,0.72,Ideal,E,SI1,60.3,55,3012,5.85,5.89,3.54,4
1615,0.8,Very Good,F,SI1,63.9,56,3013,5.84,5.87,3.74,4
1616,0.75,Premium,F,VS2,61.6,58,3013,5.84,5.89,3.61,4
1617,0.71,Very Good,F,VS1,62.1,53,3013,5.7,5.77,3.56,4
1618,0.71,Ideal,F,VS1,61.1,57,3013,5.76,5.82,3.54,4
1619,0.81,Ideal,E,SI2,61.8,56,3013,6,5.97,3.7,4
1620,0.81,Ideal,E,SI2,60.1,57,3013,6.07,6.1,3.66,4
1621,0.9,Premium,D,SI1,62.2,60,3013,6.08,6.05,3.77,4
1622,0.78,Ideal,E,SI1,62.7,55,3014,5.9,5.87,3.69,4
1623,0.71,Ideal,H,VVS1,61.8,56,3014,5.7,5.75,3.54,4
1624,0.73,Very Good,D,SI1,60.8,59,3014,5.8,5.85,3.54,4
1625,1.01,Premium,G,I1,61.1,61,3014,6.49,6.35,3.92,4
1626,0.9,Good,G,SI2,63.7,62,3014,6.07,6.01,3.85,4
1627,0.84,Very Good,G,SI2,62.8,57,3015,6,6.04,3.78,4
1628,0.91,Very Good,E,SI2,58.6,63,3015,6.32,6.38,3.72,4
1629,0.78,Ideal,H,VVS2,61.7,55,3015,5.9,5.94,3.65,4
1630,0.81,Ideal,E,SI2,61,56,3015,5.99,6.05,3.67,4
1631,0.72,Very Good,D,VS2,62.1,59,3016,5.7,5.73,3.55,4
1632,0.7,Premium,E,VS1,61.8,58,3016,5.71,5.75,3.54,4
1633,0.7,Ideal,E,VS1,62.7,57,3016,5.65,5.7,3.56,4
1634,0.9,Good,F,SI2,64.2,62,3016,6,6.08,3.88,4
1635,0.76,Ideal,H,VS2,61.9,55,3016,5.85,5.88,3.64,4
1636,0.96,Premium,E,SI2,62.8,60,3016,6.3,6.24,3.94,4
1637,0.9,Ideal,H,SI2,62.8,55,3016,6.18,6.11,3.86,4
1638,0.7,Very Good,G,VS1,60.1,60,3017,5.73,5.76,3.45,4
1639,0.71,Very Good,F,VS1,61.8,60,3017,5.66,5.7,3.51,4
1640,1.12,Premium,G,I1,60.3,60,3017,6.75,6.69,4.05,4
1641,0.7,Ideal,G,VS1,61.1,56,3017,5.72,5.74,3.5,4
1642,0.5,Good,D,VVS2,62.4,64,3017,5.03,5.06,3.14,4
1643,1.12,Very Good,G,I1,61.2,63,3017,6.68,6.59,4.05,4
1644,0.7,Good,F,VVS1,63.2,58,3018,5.58,5.62,3.54,4
1645,1.03,Very Good,G,I1,60.8,57,3018,6.51,6.55,3.97,4
1646,0.7,Premium,F,VVS2,62.5,59,3018,5.68,5.61,3.53,4
1647,0.71,Ideal,F,VVS2,62.6,56,3018,5.7,5.65,3.55,4
1648,0.72,Ideal,H,VS2,61.2,57,3018,5.79,5.77,3.54,4
1649,0.7,Good,E,VS1,60.2,61,3018,5.71,5.75,3.45,4
1650,1.02,Very Good,F,SI2,63.3,56,3018,6.38,6.31,4.02,4
1651,0.77,Premium,F,VS2,62.4,59,3018,5.85,5.81,3.64,4
1652,0.7,Premium,F,VVS2,62.2,56,3018,5.72,5.63,3.53,4
1653,0.93,Premium,G,SI2,61.4,56,3019,6.27,6.23,3.84,4
1654,0.78,Premium,D,SI1,60.4,57,3019,6.02,5.97,3.62,4
1655,0.71,Ideal,D,VS2,60.4,53,3020,5.81,5.85,3.52,4
1656,0.73,Very Good,F,SI1,61.3,56,3023,5.78,5.84,3.56,4
1657,0.65,Ideal,E,VVS2,62.1,57,3023,5.55,5.6,3.46,4
1658,0.85,Ideal,G,SI1,61.6,55,3023,6.09,6.11,3.76,4
1659,0.9,Good,H,SI2,63.1,60,3024,6.09,6.14,3.86,4
1660,0.9,Good,H,SI2,63.1,55,3024,6.08,6.13,3.85,4
1661,0.75,Premium,E,VS2,62.1,57,3024,5.9,5.79,3.63,4
1662,0.9,Very Good,J,VS2,63.1,59,3024,6.09,6.05,3.83,4
1663,0.9,Good,J,VS2,63.9,58,3024,6.15,6.08,3.91,4
1664,0.72,Premium,E,VS2,60.4,61,3024,5.79,5.76,3.49,4
1665,0.9,Fair,H,SI1,65.6,57,3024,6.04,6.01,3.95,4
1666,0.72,Premium,E,VS2,62.5,59,3024,5.73,5.7,3.57,4
1667,0.75,Good,D,SI1,63.6,58,3024,5.77,5.65,3.63,4
1668,0.75,Premium,E,SI1,61.7,60,3024,5.84,5.8,3.59,4
1669,0.72,Very Good,G,VS1,60.1,63,3024,5.86,5.82,3.51,4
1670,0.75,Premium,D,SI1,59.2,58,3024,5.96,5.93,3.52,4
1671,0.65,Very Good,D,VVS2,57.7,60,3025,5.69,5.74,3.3,4
1672,0.7,Very Good,G,VS2,61.8,55,3026,5.69,5.74,3.53,4
1673,0.59,Ideal,E,VVS2,61.8,57,3026,5.35,5.4,3.32,4
1674,0.71,Ideal,E,VS2,62.3,56,3026,5.7,5.73,3.56,4
1675,0.83,Ideal,H,VS2,61.3,54,3027,6.06,6.1,3.73,4
1676,1.02,Fair,J,SI1,66.8,55,3027,6.25,6.18,4.15,4
1677,1,Fair,G,SI2,64.9,57,3027,6.29,6.2,4.05,4
1678,1.02,Premium,G,SI2,61.7,58,3027,6.46,6.41,3.97,4
1679,0.77,Good,H,VVS2,57.9,61,3027,6.07,6.01,3.5,4
1680,0.7,Very Good,F,VVS2,58.5,60,3028,5.82,5.94,3.44,4
1681,0.8,Ideal,H,VS2,62.1,54,3030,5.96,5.99,3.71,4
1682,0.74,Ideal,H,VS1,61.6,55,3030,5.79,5.83,3.58,4
1683,0.77,Fair,F,VS1,66.8,57,3031,5.66,5.76,3.82,4
1684,0.72,Premium,G,VS1,58.9,58,3032,5.93,5.85,3.47,4
1685,1.01,Good,E,I1,63.8,57,3032,6.4,6.33,4.06,4
1686,1.01,Very Good,H,SI2,63.5,55,3032,6.32,6.27,4,4
1687,0.55,Ideal,F,VVS1,61.2,54,3032,5.35,5.3,3.26,4
1688,0.71,Very Good,D,VS2,63,57,3033,5.67,5.7,3.58,4
1689,0.73,Ideal,G,VS1,61.6,57,3033,5.76,5.79,3.56,4
1690,0.76,Ideal,E,SI1,62.5,57,3033,5.8,5.82,3.63,4
1691,0.52,Ideal,E,IF,61.1,57,3033,5.17,5.21,3.17,4
1692,0.7,Good,D,VS2,64.1,59,3033,5.56,5.49,3.54,4
1693,0.7,Very Good,D,VS2,63.2,60,3033,5.61,5.56,3.53,4
1694,0.7,Good,D,VS2,63.9,58,3033,5.62,5.58,3.58,4
1695,0.92,Fair,I,VS2,64.4,58,3033,6.13,6.1,3.94,4
1696,0.91,Premium,H,SI1,63,57,3033,6.19,6.1,3.87,4
1697,0.91,Ideal,I,SI2,61.6,57,3034,6.23,6.24,3.84,4
1698,0.91,Good,I,SI2,60.2,59,3034,6.24,6.29,3.77,4
1699,0.7,Ideal,G,VS1,61.4,57,3034,5.7,5.73,3.51,4
1700,0.72,Very Good,E,VS2,63.8,57,3035,5.66,5.69,3.62,4
1701,0.71,Ideal,E,VS2,59.5,57,3035,5.83,5.86,3.48,4
1702,0.72,Ideal,G,VS1,62.4,59,3035,5.71,5.74,3.57,4
1703,0.78,Ideal,D,SI1,62.4,57,3035,5.87,5.89,3.67,4
1704,0.71,Ideal,D,SI1,60.6,57,3035,5.82,5.72,3.5,4
1705,0.8,Very Good,H,VVS2,62.9,56,3036,5.9,5.96,3.73,4
1706,0.74,Ideal,E,VS2,62.6,56,3036,5.73,5.81,3.61,4
1707,0.74,Premium,D,SI1,62.4,59,3036,5.73,5.8,3.6,4
1708,0.61,Ideal,D,VVS2,62.4,58,3036,5.38,5.42,3.37,4
1709,0.78,Ideal,F,SI1,61,55,3036,6,5.96,3.65,4
1710,0.7,Very Good,G,VVS1,63.3,57,3037,5.59,5.63,3.55,4
1711,0.32,Good,E,SI1,63.3,56,561,4.34,4.35,2.75,1
1712,0.32,Premium,G,VS2,60.5,58,561,4.41,4.42,2.67,1
1713,0.4,Good,H,SI2,63.7,59,561,4.64,4.69,2.97,1
1714,0.32,Premium,G,VS2,62.5,60,561,4.32,4.38,2.72,1
1715,0.32,Ideal,G,VS2,61.4,56,561,4.37,4.39,2.69,1
1716,0.32,Premium,G,VS2,59.8,59,561,4.48,4.52,2.69,1
1717,0.32,Premium,I,VVS2,60.7,59,561,4.4,4.43,2.68,1
1718,0.32,Very Good,G,VS2,60.2,57,561,4.42,4.45,2.67,1
1719,0.32,Good,G,VS2,63.3,54,561,4.36,4.39,2.77,1
1720,0.32,Good,H,VS1,63.1,57,561,4.34,4.37,2.75,1
1721,0.32,Ideal,G,VS2,61.4,55,561,4.4,4.46,2.72,1
1722,0.32,Ideal,G,VS2,59.8,57,561,4.43,4.46,2.66,1
1723,0.32,Ideal,G,VS2,61.7,57,561,4.38,4.4,2.71,1
1724,0.32,Premium,H,VS1,62.3,58,561,4.34,4.39,2.72,1
1725,0.32,Very Good,H,VS1,63,57,561,4.32,4.35,2.73,1
1726,0.32,Premium,G,VS2,61.9,58,561,4.36,4.43,2.72,1
1727,0.32,Good,G,VS2,63.1,57,561,4.3,4.35,2.73,1
1728,0.32,Very Good,H,VS1,63,57,561,4.37,4.39,2.76,1
1729,0.32,Ideal,G,VS2,61.8,57,561,4.37,4.4,2.71,1
1730,0.32,Very Good,H,VS1,61.7,58,561,4.37,4.41,2.71,1
1731,0.32,Premium,H,VS1,61.7,58,561,4.38,4.44,2.72,1
1732,0.32,Very Good,E,SI1,60.1,60,561,4.42,4.47,2.67,1
1733,0.32,Ideal,G,VS2,61.8,55,561,4.41,4.42,2.73,1
1734,0.32,Premium,G,VS2,61.7,60,561,4.32,4.4,2.69,1
1735,0.32,Good,E,SI1,63.4,55,561,4.35,4.36,2.76,1
1736,0.32,Very Good,G,VS2,62.6,58,561,4.37,4.39,2.74,1
1737,0.32,Premium,G,VS2,62.3,58,561,4.36,4.41,2.73,1
1738,0.32,Ideal,G,VS2,61.6,57,561,4.39,4.41,2.71,1
1739,0.32,Ideal,H,VS1,61.9,55,561,4.4,4.42,2.73,1
1740,0.32,Ideal,H,VS1,60.2,56,561,4.44,4.49,2.69,1
1741,0.72,Ideal,E,SI1,62.2,58,3037,5.72,5.75,3.57,4
1742,0.76,Ideal,H,VS2,61.4,57,3038,5.85,5.88,3.6,4
1743,0.7,Ideal,H,VS2,61.5,56,3038,5.71,5.73,3.52,4
1744,0.73,Ideal,E,SI1,62.2,56,3038,5.76,5.79,3.59,4
1745,0.7,Very Good,G,VVS2,61,59,3039,5.67,5.7,3.47,4
1746,0.7,Fair,F,VS1,64.9,59,3039,5.56,5.59,3.62,4
1747,0.77,Very Good,D,SI1,62.1,58,3040,5.84,5.89,3.64,4
1748,0.92,Premium,I,SI2,61.5,59,3040,6.27,6.21,3.84,4
1749,0.73,Ideal,G,VS1,61.8,57,3041,5.78,5.81,3.58,4
1750,0.71,Ideal,F,VS1,62.7,57,3041,5.66,5.7,3.56,4
1751,0.71,Ideal,F,VS1,61.7,55,3041,5.73,5.77,3.55,4
1752,0.81,Good,I,VS1,59.4,56,3042,5.97,6.11,3.59,4
1753,0.71,Ideal,G,VVS2,62.5,57,3042,5.73,5.7,3.57,4
1754,0.72,Very Good,G,VVS2,60.4,58,3043,5.77,5.82,3.5,4
1755,0.81,Premium,F,SI1,61.9,59,3043,5.97,5.95,3.69,4
1756,0.81,Ideal,I,SI1,61.3,56,3043,6.27,6.23,3.83,4
1757,0.77,Very Good,F,SI1,59.6,60,3044,5.95,5.97,3.55,4
1758,0.83,Ideal,G,SI1,62.1,57,3044,6.03,5.95,3.72,4
1759,0.71,Very Good,F,VS1,62.2,55,3045,5.68,5.74,3.56,4
1760,0.71,Very Good,F,VS1,61.2,57,3045,5.73,5.77,3.52,4
1761,0.78,Very Good,F,SI1,62.4,58,3045,5.83,5.86,3.65,4
1762,0.71,Very Good,D,VS2,62.8,56,3045,5.67,5.7,3.57,4
1763,0.72,Premium,D,VS2,60.2,60,3045,5.76,5.81,3.48,4
1764,1.14,Ideal,J,SI1,60.2,57,3045,6.81,6.71,4.07,4
1765,0.75,Ideal,E,SI1,60.8,56,3045,5.91,5.89,3.59,4
1766,0.75,Very Good,D,SI1,59.7,62,3046,5.89,5.94,3.53,4
1767,0.7,Good,G,VVS2,61.1,61,3046,5.67,5.69,3.47,4
1768,0.79,Very Good,F,SI1,61.5,58,3047,5.94,5.97,3.66,4
1769,0.73,Fair,D,VS1,66,54,3047,5.56,5.66,3.7,4
1770,0.91,Premium,G,SI2,60.1,62,3047,6.24,6.2,3.73,4
1771,0.91,Premium,G,SI2,62.8,59,3047,6.14,6.12,3.85,4
1772,0.93,Ideal,I,SI2,62.3,57,3047,6.22,6.2,3.87,4
1773,0.82,Very Good,F,SI1,63.9,56.9,3048,5.85,5.92,3.76,4
1774,0.75,Very Good,D,SI1,61.8,57,3048,5.78,5.81,3.58,4
1775,0.72,Premium,H,IF,58.7,59,3048,5.94,5.88,3.47,4
1776,0.72,Ideal,G,SI1,61.8,56,3048,5.7,5.76,3.55,4
1777,0.72,Good,E,VS1,57.9,60,3048,5.97,5.91,3.44,4
1778,0.72,Very Good,E,VS1,63.1,56,3048,5.7,5.65,3.58,4
1779,0.9,Ideal,J,VS1,62.6,55,3048,6.13,6.11,3.83,4
1780,0.72,Premium,D,SI1,60.5,57,3048,5.89,5.85,3.55,4
1781,0.72,Premium,D,SI1,62.6,54,3048,5.78,5.72,3.6,4
1782,0.75,Ideal,E,SI1,61.4,55,3049,5.8,5.86,3.58,4
1783,0.66,Ideal,D,VVS2,61.6,57,3049,5.64,5.57,3.45,4
1784,0.83,Ideal,E,SI2,61.9,53,3049,6.08,6.04,3.75,4
1785,0.62,Very Good,D,VVS2,58.1,63,3050,5.59,5.66,3.27,4
1786,0.8,Very Good,E,SI1,63.1,56,3050,5.93,5.83,3.71,4
1787,0.76,Ideal,H,SI1,61.3,55,3050,5.87,5.93,3.62,4
1788,0.76,Ideal,H,SI1,61.4,55,3050,5.82,5.9,3.6,4
1789,0.82,Good,E,SI2,61.8,56,3050,5.95,5.99,3.69,4
1790,0.81,Ideal,E,SI2,62.1,57,3050,5.97,5.91,3.69,4
1791,1.02,Good,E,I1,63.1,60,3051,6.31,6.4,4.01,4
1792,0.66,Very Good,G,IF,60.5,59,3051,5.69,5.74,3.46,4
1793,0.7,Very Good,D,VS2,62.5,55,3052,5.65,5.71,3.55,4
1794,0.77,Ideal,F,VS2,61.2,57,3052,5.93,5.97,3.64,4
1795,0.7,Very Good,G,VVS2,60.2,61,3052,5.66,5.74,3.43,4
1796,1.03,Fair,G,SI1,66.1,56,3052,6.26,6.2,4.12,4
1797,0.7,Very Good,D,VS2,62.6,58,3053,5.67,5.7,3.56,4
1798,0.71,Very Good,E,VS2,59.9,59,3053,5.79,5.83,3.48,4
1799,0.7,Very Good,F,VS1,62.8,59,3053,5.65,5.69,3.56,4
1800,0.71,Ideal,E,VS2,60.9,56,3053,5.77,5.83,3.53,4
1801,0.81,Ideal,F,SI2,62.3,54,3053,5.94,5.98,3.72,4
1802,0.78,Ideal,E,SI2,61,56,3053,5.92,5.98,3.63,4
1803,0.75,Ideal,E,SI1,61.3,57,3053,5.84,5.91,3.6,4
1804,0.79,Very Good,E,SI1,63.2,56,3053,5.91,5.83,3.71,4
1805,0.79,Premium,G,VS1,62.3,56,3053,5.94,5.87,3.68,4
1806,0.79,Premium,G,VS1,61.3,59,3053,5.97,5.91,3.64,4
1807,0.79,Ideal,E,SI1,62.1,54,3053,5.96,5.92,3.69,4
1808,0.7,Very Good,D,VS1,62.9,60,3054,5.62,5.67,3.55,4
1809,1.01,Premium,H,SI2,61.1,60,3054,6.46,6.41,3.93,4
1810,1.01,Premium,I,SI2,61.9,58,3054,6.45,6.41,3.98,4
1811,1.01,Fair,I,SI2,66.1,58,3054,6.21,6.04,4.05,4
1812,1.01,Fair,I,SI2,68.1,59,3054,6.14,6.11,4.17,4
1813,0.78,Very Good,E,SI1,60.9,57,3055,5.93,5.97,3.62,4
1814,0.65,Very Good,D,VVS2,59.9,58,3056,5.63,5.69,3.39,4
1815,0.61,Ideal,E,VVS2,60.8,56,3056,5.5,5.47,3.34,4
1816,0.78,Ideal,G,SI1,61.7,56,3056,5.9,5.93,3.65,4
1817,0.76,Ideal,E,SI1,62.4,54,3056,5.84,5.86,3.65,4
1818,0.9,Very Good,I,SI2,61.5,61,3057,6.13,6.16,3.78,4
1819,0.92,Very Good,D,SI2,60.2,61,3057,6.27,6.32,3.79,4
1820,0.57,Ideal,F,VVS1,61.1,55,3057,5.36,5.44,3.3,4
1821,0.76,Good,F,VS1,59.9,61,3057,5.89,5.98,3.56,4
1822,0.9,Good,I,SI2,60.7,58,3057,6.17,6.21,3.76,4
1823,0.82,Fair,H,SI1,64.9,58,3057,5.82,5.77,3.76,4
1824,0.91,Good,F,SI2,63.9,56,3058,6.11,6.06,3.89,4
1825,0.79,Premium,D,SI1,61.4,59,3058,5.96,5.89,3.64,4
1826,0.91,Premium,J,VS2,61.6,58,3058,6.28,6.23,3.85,4
1827,0.72,Very Good,F,VS1,62.1,59,3059,5.69,5.74,3.55,4
1828,0.81,Very Good,E,SI2,62.9,56,3059,5.87,5.9,3.7,4
1829,0.71,Very Good,E,VS1,61.8,56,3059,5.74,5.78,3.56,4
1830,1.03,Very Good,G,I1,62.4,57,3060,6.41,6.45,4.01,4
1831,0.9,Good,G,SI2,63.6,57,3060,6.1,6.04,3.86,4
1832,0.74,Very Good,H,VVS1,62.4,57,3061,5.76,5.81,3.61,4
1833,0.7,Very Good,E,VS1,61.1,55,3061,5.72,5.77,3.51,4
1834,0.71,Very Good,E,VS1,63.3,56,3061,5.64,5.68,3.58,4
1835,0.9,Very Good,J,SI1,63.8,56,3061,6.11,6.14,3.91,4
1836,0.71,Ideal,G,SI1,61.5,55,3061,5.75,5.79,3.55,4
1837,0.91,Good,I,SI2,57.9,60,3061,6.46,6.39,3.72,4
1838,0.71,Fair,G,VVS1,62.8,57,3062,5.67,5.57,3.53,4
1839,0.7,Premium,F,VVS2,58.7,60,3062,5.8,5.75,3.39,4
1840,0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55,4
1841,0.9,Fair,F,SI2,65.7,63,3062,6.01,5.96,3.93,4
1842,0.71,Premium,E,VS2,62.2,59,3062,5.71,5.61,3.52,4
1843,0.71,Premium,E,VS2,62,61,3062,5.71,5.65,3.52,4
1844,0.93,Premium,J,VS1,60.3,58,3062,6.37,6.31,3.82,4
1845,0.7,Very Good,E,VS1,62.2,57,3063,5.63,5.68,3.52,4
1846,0.7,Very Good,E,VS1,62.5,56,3063,5.64,5.68,3.54,4
1847,0.7,Good,E,VS1,59.4,61,3063,5.79,5.83,3.45,4
1848,0.71,Very Good,E,VS1,63.3,59,3064,5.64,5.68,3.58,4
1849,0.76,Premium,E,VS2,61.7,62,3064,5.85,5.82,3.6,4
1850,0.7,Ideal,F,VS2,61.4,56,3064,5.72,5.75,3.52,4
1851,0.7,Ideal,F,VS2,61.6,55,3064,5.72,5.75,3.53,4
1852,0.8,Ideal,F,SI2,61.4,56,3064,5.99,5.93,3.66,4
1853,0.72,Very Good,E,VS2,63,58,3065,5.69,5.73,3.6,4
1854,0.7,Ideal,G,VS1,61.5,56,3065,5.7,5.75,3.52,4
1855,0.65,Ideal,H,IF,61.5,55,3065,5.6,5.62,3.45,4
1856,0.85,Very Good,D,SI2,61.4,60,3066,6.05,6.13,3.74,4
1857,0.77,Ideal,I,VS1,61.4,56,3066,5.9,5.93,3.63,4
1858,0.71,Ideal,F,VS1,62,57,3066,5.7,5.75,3.55,4
1859,0.71,Ideal,F,VS1,62.1,57,3066,5.73,5.76,3.57,4
1860,0.8,Ideal,F,SI2,62.5,56,3066,5.94,5.99,3.73,4
1861,0.8,Ideal,F,SI2,61.8,59,3066,5.94,5.96,3.68,4
1862,0.73,Very Good,E,VS2,63.1,55,3066,5.77,5.71,3.62,4
1863,0.9,Good,G,SI2,63.7,62,3067,6.01,6.07,3.85,4
1864,0.78,Ideal,E,SI1,62.7,55,3067,5.87,5.9,3.69,4
1865,0.7,Very Good,E,VS1,63.4,60,3068,5.63,5.66,3.58,4
1866,0.7,Ideal,E,VS2,62.6,56,3068,5.65,5.69,3.55,4
1867,0.85,Very Good,I,VS2,60,57,3070,6.1,6.16,3.68,4
1868,0.8,Very Good,G,SI1,62.9,56,3070,5.88,5.95,3.72,4
1869,0.8,Very Good,E,SI2,62.6,59,3070,5.84,5.91,3.68,4
1870,0.92,Good,J,SI2,59,63,3070,6.3,6.35,3.73,4
1871,0.8,Very Good,G,SI1,62.1,56,3071,6.01,5.85,3.68,4
